0, MARRAKECH - CHARGES DE CLIENTÈLE EN LANGUE ALLEMANDE - RECEPTION D'APPELS,Centres d'appels, Marrakech ,6 heures avant,Société: JOB DEVELOPPEMENT , CDI ,"Bac +2/4 préférence commercial, marketing ou technique. Maîtrise parfaite de la langue allemande + un niveau de français passable. Connaissance de l'outil informatique obligatoire. Offrons: Salaire fixe + primes mensuelles. Heures supplémentaires rémunérées. Couverture sociale intégrale CNSS, mutuelle privée. Transport assuré. Plan de carrière, évolution tous les 6 mois par formation continue en interne afin d'atteindre des postes d'encadrement. Nos recruteurs sont à votre écoute et vous fournirons gratuitement toutes les informations que vous jugerez utiles concernant votre demande d'emploi Envoyez votre CV: recrutement@jobdeveloppement.net Tél.0661476387 ","Dans le cadre de son développement et la diversification de ses offres, un de nos clients recrute pour le compte d’un de ses partenaires des conseillers clients germanophones, flamands ou néerlandais. Travail stable et cadre agréable. Candidats sans expérience acceptés. Formation de haut niveau assurée.",Recrutement Centre d'appel et autres, CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Allemand 
24, Courtier Français en assurance Recrute en CDI : Commerciaux en Assurance Santé et Auto : Rem jusqu'a 30 000 dhs,Centres d'appels, Rabat / Salé / Kenitra / Temara / Casablanca / Mohammedia ,1 jour avant,Société: LES MANDARINS MAROC , CDI ,"Vous commercialisez l'offre assurance de nos compagnies partenaires et les services associés en proposant une solution complète que vous construirez en allant à la découverte, puis en approfondissant les besoins de nos prospects. Ceci afin de leur apporter la meilleure couverture possible contre les risques auxquels ils sont exposés dans leur vie de tous les jours. Poste à pourvoir immédiatement.","Idéalement, vous justifiez d'une formation commerciale, Bac+2 minimum, et avez de bons réflexes commerciaux. Capacité d'adaptation, aisance relationnelle, conviction et goût du travail en équipe sont les qualités nécessaires pour réussir ces postes clés de l'entreprise. Une excellente expression écrite et orale est un atout indispensable pour réussir votre mission","Les Mandarins Maroc, Courtier Français spécialisé dans le conseil et la vente de produits d’Assurances de particuliers pour le marché français, Recrute plusieurs profils experts suite à l'ouverture de notre Site à Ain Atiq (région de Témara): Conseillers Commerciaux experts en assurance SANTE + AUTO + DECENNALE. Expérience exigée d'un an minimum dans un poste similaire.", CDI , Banque / Assurance , Débutant (de 1 à 3 ans) , BAC+2 , Français 
25, MARRAKECH - CHARGES DE CLIENTÈLE EN LANGUE ALLEMANDE ( Réception d'Appels ),Centres d'appels, Marrakech ,1 jour avant,Société: JOB DEVELOPPEMENT , CDI ,"Bac +2/4 préférence commercial, marketing ou technique. Maîtrise parfaite de la langue allemande + un niveau de français passable. Connaissance de l'outil informatique obligatoire. Offrons: Salaire fixe + primes mensuelles. Heures supplémentaires rémunérées. Couverture sociale intégrale CNSS, mutuelle privée. Transport assuré. Plan de carrière, évolution tous les 6 mois par formation continue en interne afin d'atteindre des postes d'encadrement. Nos recruteurs sont à votre écoute et vous fournirons gratuitement toutes les informations que vous jugerez utiles concernant votre demande d'emploi Envoyez votre CV: recrutement@jobdeveloppement.net Tél.0661476387 ","Dans le cadre de son développement et la diversification de ses offres, un de nos clients recrute pour le compte d’un de ses partenaires des conseillers clients germanophones, flamands ou néerlandais. Travail stable et cadre agréable. Candidats sans expérience acceptés. Formation de haut niveau assurée.",Recrutement Centre d'appel et autres, CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Allemand 
26, RÉCEPTION - SERVICE CLIENT POUR UN GROUPE AUTOMOBILE INTERNATIONAL- CASA,Centres d'appels, Casablanca ,1 jour avant,Société: JOB DEVELOPPEMENT , CDI ,"PROFIL RECHERCHE Français excellent, BAC toutes branches et plus, Mâtures et sérieux, Motivé par un plan de carrière vous évoluerez dans une entreprise qui offre de véritables opportunités. Nous offrons les avantages suivants : * Salaire net de 4500dhs + primes de production * Horaires 8H-18H ou 9H-19H + week-end off, * CNSS + Mutuelle privée, * Heures supplémentaires rémunérées, * Formation initiale rémunérée à 100%, * Challenges internes avec des lots à gagner, * Transport assuré. Envoyez votre CV à: recrutement@jobdeveloppement.net Tél.06 68 74 22 84. WhatsApp 06 68 74 22 84. ","Nous recrutons des chargés de clientèle en réception d’appels pour le service client D’UN GROUPE AUTOMOBILE INTERNATIONAL, afin de conseiller, assister et apporter des solutions à ses clients.",Recrutement Centre d'appel et autres, CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Français 
27, Casa - Conseillers en Assurance Francophone En Réception D'Appels - Transport Assuré,Centres d'appels, Casablanca ,1 jour avant,Société: JOB DEVELOPPEMENT , CDI ,"Profil recherché: Une expérience en relation client par téléphone est exigée, idéalement dans l’environnement des mutuelles et assurances. Une grande autonomie est demandée, Sens de l’écoute, pro-activité et esprit d’analyse, Aisance relationnelle et pédagogie, Organisation, patience et rigueur, Bonnes capacités rédactionnelles, Esprit d’équipe et attitude positive. Nous offrons les avantages suivants : - Salaire fixe de 4500DHS + Primes mensuelles. - CNSS + Mutuelle privée - Transport gratuit assuré. - Heures supplémentaires rémunérées. - Embauche immédiate. Stabilité de l’emploi. - Horaires : entre 08H et 20H. Envoyez votre CV à : recrutement@jobdeveloppement.net Tél. 06 68 74 22 84.","Nous recrutons des chargés de clientèle en réception d’appel et back-office pour le leader français du courtage en assurance-santé sur internet. Votre rôle consiste à : -Prendre en charge les appels des clients et les guider en fonction de leurs demandes. -Répondre aux questions des clients, et les renseigner sur les offres promotionnelles de votre assurance. -Informer les clients sur le suivi de leurs dossiers et la procédure à suivre.",Recrutement Centre d'appel et autres, CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Français 
28, CASA - Conseiller clientèle Parfaitement Francophone - Réception d'appels à Sidi Maarouf,Centres d'appels, Casablanca ,1 jour avant,Société: JOB DEVELOPPEMENT , CDI ,"Profil recherché pour le poste : Français excellent, BAC toutes branches et plus, Mâtures et sérieux, avec de bonnes connaissances en téléphonie mobile, Motivé par un plan de carrière vous évoluerez dans une entreprise qui offre de véritables opportunités. Nous offrons les avantages suivants : * Salaire net + primes de production, * CNSS + Mutuelle privée, * Heures supplémentaires rémunérées, * Formation initiale rémunérée à 100%, * Challenges internes avec des lots à gagner, * Transport assuré. Horaires entre 8H/20H, 2 jours off par semaine. Envoyez votre CV à: recrutement@jobdeveloppement.net Tél.06 68 74 22 84.","Nous recrutons des chargés de clientèle en réception d’appels pour le service client mobile d'un opérateur français, afin de conseiller, assister et apporter des solutions à ses clients.",Recrutement Centre d'appel et autres, CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Français 
29, MARRAKECH - CC GERMANOPHONES EN RECEPTION D'APPELS - TRANSPORT ASSURE,Centres d'appels, Marrakech ,1 jour avant,Société: JOB DEVELOPPEMENT , CDI ,"Bac +2/4 préférence commercial, marketing ou technique. Maîtrise parfaite de la langue allemande + un niveau de français passable. Connaissance de l'outil informatique obligatoire. Offrons: Salaire fixe + primes mensuelles. Heures supplémentaires rémunérées. Couverture sociale intégrale CNSS, mutuelle privée. Transport assuré. Plan de carrière, évolution tous les 6 mois par formation continue en interne afin d'atteindre des postes d'encadrement. Nos recruteurs sont à votre écoute et vous fournirons gratuitement toutes les informations que vous jugerez utiles concernant votre demande d'emploi Envoyez votre CV: recrutement@jobdeveloppement.net Tél.0661476387","Dans le cadre de son développement et la diversification de ses offres, un de nos clients recrute pour le compte d’un de ses partenaires des conseillers clients germanophones, flamands ou néerlandais. Travail stable et cadre agréable. Candidats sans expérience acceptés. Formation de haut niveau assurée.",Recrutement Centre d'appel et autres, CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Allemand 
30, CASA – TELECONSEILLERS FRANCOPHONES EN RECEPTION D'APPELS – PRIMES DEPLAFONNEES - CASANEARSHORE,Centres d'appels, Casablanca ,1 jour avant,Société: JOB DEVELOPPEMENT , CDI ,"PROFILS RECHERCHES * BAC et plus toutes branches * Maîtrise parfaite de la langue française à l'oral comme à l'écrit, * Maîtrise des outils informatiques, * Fibre commerciale Nous vous offrons - Horaires de travail : entre 8H et 20H. deuxième jour au cours de la semaine. - Salaire net + Primes mensuelles déplafonnées. - Formation gratuite, rémunérée et assurée par des formateurs de haut niveau. - Couverture sociale intégrale CNSS, mutuelle privée - Plan de carrière, évolution en interne rapide. - Transport assuré. Si vous avez un vrai sens du service et si vous êtes animés par le goût du travail en équipe, contactez-nous et offrez-vous une vie professionnelle épanouissante. Nous vous rappelons que nos prestations sont GRATUITES et AUCUNE formation ne vous sera proposée. Nos recruteurs sont à votre écoute et vous fournirons gratuitement toutes les informations que vous jugerez utiles concernant votre demande d'emploi Envoyez votre CV à : recrutement@jobdeveloppement.net Tél. 06 68 74 22 84. ","Après une formation de qualité et rémunérée par le Centre, Votre mission consiste à renseigner les clients sur les nouvelles offres proposées et à les accompagner sur les demandes à caractères techniques en l'occurrence les paramétrages multimédias. Le traitement est segmenté en deux opérations: EN RECEPTION D'appels et en MAILING Pour ce poste, nous exigeons une aisance en communication orale avec une bonne qualité rédactionnelle.",Recrutement Centre d'appel et autres, CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Français 
31, CASA - CONSEILLERS CLIENTELE FRANCOPHONE EN RECEPTION D'APPELS A ROCHES NOIRES,Centres d'appels, Casablanca ,1 jour avant,Société: JOB DEVELOPPEMENT , CDI ,"Profil Recherché Rattaché au Responsable du Groupe, le Chargé de Clientèle est amené à répondre aux demandes d’information, de renseignements ou de réclamations des clients. Énergique, il se doit toujours d'être souriant, aimable et dynamique. Le chargé de clientèle doit avoir le sens de l’écoute pour comprendre et solutionner les problèmes posés par ses interlocuteurs dans un délai raisonnable. Dès votre premier jour d’intégration au sein de l’entreprise, un accompagnement permanent vous sera octroyé. Une formation vous sera dispensée afin de vous apprendre les rudiments du métier et vous doter des compétences techniques nécessaires à la réussite de votre mission. Excellente maîtrise du français à l'oral et à l'écrit. Bonne capacité d'écoute et bonne reformulation. Assidu et ponctuel. Avantages sociaux et autres Vous accéderez à une entreprise à dimension internationale qui vous offre des opportunités d’évolution avantageuses. Nous vous assurons également : Une rémunération attractive (fixe + prime), Un Contrat de travail dès le 1er jour de formation, Un dispositif d’intégration garantissant une prise de fonction réussie, Une couverture sociale complémentaire, en plus d’avantages liés au groupe, Des conditions de travail agréables et une vie d’entreprise animée ! Merci de nous envoyer votre CV à : recrutement@jobdeveloppement.net Tel. 06 68 74 22 84. WhatsApp 06 68 74 22 84 ","Nous recrutons des charges de clientèle pour une activité qui opère dans la gestion durable de l’habitat : entretien, installation, dépannage…, en réception d'appels pour une clientèle française.",Recrutement Centre d'appel et autres, CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Français 
32, Conseillers Commerciaux Experts en Assurance/Mutuelle Santé : Salaire jusqu’à 30 000 dhs (Courtier Français),Centres d'appels, Rabat / Salé / Kenitra / Temara / Casablanca / Mohammedia ,1 jour avant,Société: CPA CS , CDI ,"Avant tout, c'est votre personnalité et votre tempérament commercial qui feront la différence ! Idéalement, vous justifiez d'une formation commerciale, Bac+2 minimum, et avez de bons réflexes commerciaux. Capacité d'adaptation, aisance relationnelle, conviction et goût du travail en équipe sont les qualités nécessaires pour réussir ce poste clé de l'entreprise. Une excellente expression écrite et orale est un atout indispensable pour réussir votre mission.","Vous commercialisez l'offre assurance de nos compagnies partenaires et les services associés en proposant une solution complète que vous construirez en allant à la découverte, puis en approfondissant les besoins de nos prospects. Ceci afin de leur apporter la meilleure couverture possible contre les risques auxquels ils sont exposés dans leur vie de tous les jours. Afin d'accroitre votre réussite, vous serez accompagné dès les premiers jours de votre intégration et suivrez un parcours de formation complète alternant théorie et pratique. La qualité de service est notre priorité. Rémunération exceptionnelle, Package attractif composé d'un Salaire fixe et d'un variable (PRIMES DECLAREES à 100%) à la hauteur de votre réussite commerciale [Salaire Fixe à partir de 5000 dhs et allant jusqu'à 11 000 dhs + Commission non plafonnées à partir de 4000 dhs et allant jusqu’à 20 000 dhs] On vous propose un contrat CDI + avantages sociaux CNSS AMO Mutuelle...+ Un cadre de travail agréable et bien d'autres avantages ! Poste à pourvoir immédiatement",CPA CS est un Cabinet de Courtage Français spécialisé dans le conseil et la ventes de produits d’assurances de particuliers pour le marché français basé à Casablanca et rabat., CDI , Banque / Assurance , Débutant (de 1 à 3 ans) , BAC+2 , Français 
33, ON RECRUTE EN MASSE POUR DES PROFILS FRANCO-ANGLOPHONE SUR MARRAKECH,Autres, Marrakech ,1 jour avant,Société: ADDWORK , CDI ,"Notre centre de contact multicanal dispose d’une équipe de professionnels hautement qualifiée, ainsi que d’un ensemble d’outils et infrastructures techniques mise en place pour une gestion efficace de tout projet. Nous nous adaptons rapidement et efficacement aux besoins de nos clients dans le respect des objectifs fixés afin de gagner la confiance et la satisfaction des prospects à forts potentiels. Nos nombreuses années d’expériences en tant que centre d’appel francophone nous ont permis d’œuvrer et d’exceller dans plusieurs domaines d’activités.","Notre centre de contact multicanal dispose d’une équipe de professionnels hautement qualifiée, ainsi que d’un ensemble d’outils et infrastructures techniques mise en place pour une gestion efficace de tout projet. Nous nous adaptons rapidement et efficacement aux besoins de nos clients dans le respect des objectifs fixés afin de gagner la confiance et la satisfaction des prospects à forts potentiels. Nos nombreuses années d’expériences en tant que centre d’appel francophone nous ont permis d’œuvrer et d’exceller dans plusieurs domaines d’activités.",Cabinet de recrutement, CDI , Autres fonctions , Débutant (de 1 à 3 ans) , BAC , Français 
